question_id,image_required,reason,old_template,title
5473,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Principles of Chemical Engineering 1 - single-unit mass balance setup validation
5474,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Principles of Chemical Engineering 1 - single-unit mass balance computed result
5475,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Principles of Chemical Engineering 1 - single-unit mass balance wrong-answer diagnosis
5476,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Principles of Chemical Engineering 1 - single-unit mass balance answer-key audit
5505,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Organic Chemistry 2 - SN1 vs SN2 setup validation
5506,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Organic Chemistry 2 - SN1 vs SN2 computed result
5507,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Organic Chemistry 2 - SN1 vs SN2 wrong-answer diagnosis
5508,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Organic Chemistry 2 - SN1 vs SN2 answer-key audit
5517,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Organic Chemistry 2 - IR carbonyl setup validation
5518,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Organic Chemistry 2 - IR carbonyl computed result
5519,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Organic Chemistry 2 - IR carbonyl wrong-answer diagnosis
5520,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Organic Chemistry 2 - IR carbonyl answer-key audit
5528,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Organic Chemistry 2 - chair conformation answer-key audit
5533,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Organic Chemistry 2 - aromatic substitution setup validation
5534,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Organic Chemistry 2 - aromatic substitution computed result
5535,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Organic Chemistry 2 - aromatic substitution wrong-answer diagnosis
5536,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Organic Chemistry 2 - aromatic substitution answer-key audit
5564,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Biochemistry - allosteric enzyme answer-key audit
5577,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English B - abstract data setup validation
5578,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English B - abstract data computed result
5579,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English B - abstract data wrong-answer diagnosis
5580,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English B - abstract data answer-key audit
5581,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English B - cohesive connector setup validation
5582,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English B - cohesive connector computed result
5583,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English B - cohesive connector wrong-answer diagnosis
5584,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English B - cohesive connector answer-key audit
5593,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English B - figure caption setup validation
5594,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English B - figure caption computed result
5595,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English B - figure caption wrong-answer diagnosis
5596,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Advanced English B - figure caption answer-key audit
5613,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Thermodynamics 1 - Gibbs spontaneity concept check
5614,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Thermodynamics 1 - Gibbs spontaneity calculation
5615,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Thermodynamics 1 - Gibbs spontaneity error diagnosis
5616,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Thermodynamics 1 - Gibbs spontaneity edge-case audit
5617,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Thermodynamics 1 - phase rule concept check
5618,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Thermodynamics 1 - phase rule calculation
5619,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Thermodynamics 1 - phase rule error diagnosis
5620,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Thermodynamics 1 - phase rule edge-case audit
5625,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Thermodynamics 1 - vapor pressure concept check
5626,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Thermodynamics 1 - vapor pressure calculation
5627,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Thermodynamics 1 - vapor pressure error diagnosis
5628,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Thermodynamics 1 - vapor pressure edge-case audit
5629,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Thermodynamics 1 - enthalpy mixing concept check
5630,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Thermodynamics 1 - enthalpy mixing calculation
5631,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Thermodynamics 1 - enthalpy mixing error diagnosis
5632,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Thermodynamics 1 - enthalpy mixing edge-case audit
5645,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Environmental Engineering - air emission concept check
5646,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Environmental Engineering - air emission calculation
5647,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Environmental Engineering - air emission error diagnosis
5648,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Environmental Engineering - air emission edge-case audit
5661,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Environmental Engineering - risk quotient concept check
5662,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Environmental Engineering - risk quotient calculation
5663,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Environmental Engineering - risk quotient error diagnosis
5664,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Environmental Engineering - risk quotient edge-case audit
5665,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Chemical Engineering Principles 2 - flash mass balance concept check
5666,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Chemical Engineering Principles 2 - flash mass balance calculation
5667,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Chemical Engineering Principles 2 - flash mass balance error diagnosis
5668,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Chemical Engineering Principles 2 - flash mass balance edge-case audit
5749,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Polymers and Biopolymers - viscosity trend concept check
5750,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Polymers and Biopolymers - viscosity trend calculation
5751,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Polymers and Biopolymers - viscosity trend error diagnosis
5752,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Polymers and Biopolymers - viscosity trend edge-case audit
5761,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - confidence interval concept check
5762,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - confidence interval calculation
5763,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - confidence interval error diagnosis
5764,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - confidence interval edge-case audit
5773,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Probability and Statistics - standard deviation concept check
5774,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Probability and Statistics - standard deviation calculation
5775,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - standard deviation error diagnosis
5776,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - standard deviation edge-case audit
5788,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - randomization edge-case audit
5817,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Microbiology - aseptic failure concept check
5818,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Microbiology - aseptic failure calculation
5819,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Microbiology - aseptic failure error diagnosis
5820,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Microbiology - aseptic failure edge-case audit
5825,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Fundamentals of Genetics - Mendel ratio concept check
5826,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Fundamentals of Genetics - Mendel ratio calculation
5827,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Fundamentals of Genetics - Mendel ratio error diagnosis
5828,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Fundamentals of Genetics - Mendel ratio edge-case audit
5848,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Fundamentals of Genetics - mutation type edge-case audit
5889,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Chemical Engineering Principles 3 - flash mass balance concept check
5890,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Chemical Engineering Principles 3 - flash mass balance calculation
5891,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Chemical Engineering Principles 3 - flash mass balance error diagnosis
5892,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Chemical Engineering Principles 3 - flash mass balance edge-case audit
5937,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Thermodynamics 2 - phase rule concept check
5938,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Thermodynamics 2 - phase rule calculation
5939,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Thermodynamics 2 - phase rule error diagnosis
5940,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Thermodynamics 2 - phase rule edge-case audit
5969,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Safety in the Chemical and Biotechnology Industry - toxic exposure concept check
5970,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Safety in the Chemical and Biotechnology Industry - toxic exposure calculation
5971,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Safety in the Chemical and Biotechnology Industry - toxic exposure error diagnosis
5972,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Safety in the Chemical and Biotechnology Industry - toxic exposure edge-case audit
6017,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Molecular Biology and Genetic Engineering - Mendel ratio concept check
6018,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Molecular Biology and Genetic Engineering - Mendel ratio calculation
6019,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Molecular Biology and Genetic Engineering - Mendel ratio error diagnosis
6020,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Molecular Biology and Genetic Engineering - Mendel ratio edge-case audit
6040,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Molecular Biology and Genetic Engineering - mutation type edge-case audit
6113,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Plant Design 1 - NPV concept check
6114,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Plant Design 1 - NPV calculation
6115,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Plant Design 1 - NPV error diagnosis
6116,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Plant Design 1 - NPV edge-case audit
6149,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Final Project Phase A - Gantt critical path concept check
6150,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Final Project Phase A - Gantt critical path calculation
6151,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Final Project Phase A - Gantt critical path error diagnosis
6152,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Final Project Phase A - Gantt critical path edge-case audit
6177,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Plant Design 2 - NPV concept check
6178,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Plant Design 2 - NPV calculation
6179,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Plant Design 2 - NPV error diagnosis
6180,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Plant Design 2 - NPV edge-case audit
6217,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Introduction to Environmental Life Cycle Assessment - wastewater load concept check
6218,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Introduction to Environmental Life Cycle Assessment - wastewater load calculation
6219,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Environmental Life Cycle Assessment - wastewater load error diagnosis
6220,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Environmental Life Cycle Assessment - wastewater load edge-case audit
6221,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Environmental Life Cycle Assessment - air emission concept check
6222,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Environmental Life Cycle Assessment - air emission calculation
6223,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Environmental Life Cycle Assessment - air emission error diagnosis
6224,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Environmental Life Cycle Assessment - air emission edge-case audit
6245,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Final Project Phase B - Gantt critical path concept check
6246,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Final Project Phase B - Gantt critical path calculation
6247,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Final Project Phase B - Gantt critical path error diagnosis
6248,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Final Project Phase B - Gantt critical path edge-case audit
6306,False,theory_or_conceptual_question_without_explicit_visual_components,generic_concept,Linear Algebra - Functions - Easy scenario 2
6307,False,removed_data_only_or_non_structural_visual_v5,differential_equation,Linear Algebra - Equations - Easy scenario 3
6308,False,theory_or_conceptual_question_without_explicit_visual_components,generic_concept,Linear Algebra - Transformations - Easy scenario 4
6310,False,removed_data_only_or_non_structural_visual_v5,det_condition,Linear Algebra - Interpretation - Easy scenario 6
6312,False,theory_or_conceptual_question_without_explicit_visual_components,generic_concept,Linear Algebra - Checking Results - Easy scenario 8
6313,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Notation - Medium scenario 9
6314,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Functions - Medium scenario 10
6315,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Equations - Medium scenario 11
6316,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Transformations - Medium scenario 12
6317,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Modeling - Medium scenario 13
6318,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Interpretation - Medium scenario 14
6319,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Proof Steps - Medium scenario 15
6320,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Checking Results - Medium scenario 16
6321,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Notation - Medium scenario 17
6322,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Functions - Medium scenario 18
6323,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Equations - Medium scenario 19
6324,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Transformations - Medium scenario 20
6325,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Modeling - Medium scenario 21
6326,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Interpretation - Medium scenario 22
6327,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Proof Steps - Medium scenario 23
6328,False,removed_data_only_or_non_structural_visual_v5,equations_system,Linear Algebra - Checking Results - Medium scenario 24
6337,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Probability and Statistics - Sample Spaces - Easy scenario 1
6342,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Probability and Statistics - Normal Distribution - Easy scenario 6
6345,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Probability and Statistics - Sample Spaces - Medium scenario 9
6350,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Probability and Statistics - Normal Distribution - Medium scenario 14
6353,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Probability and Statistics - Sample Spaces - Medium scenario 17
6358,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Probability and Statistics - Normal Distribution - Medium scenario 22
6361,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Sample Spaces - Hard scenario 25
6366,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Probability and Statistics - Normal Distribution - Hard scenario 30
6404,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Materials - Phase Diagrams - Easy scenario 4
6412,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Materials - Phase Diagrams - Medium scenario 12
6420,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Materials - Phase Diagrams - Medium scenario 20
6428,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Materials - Phase Diagrams - Hard scenario 28
6433,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Projection Methods - Easy scenario 1
6434,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Dimensioning - Easy scenario 2
6435,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Sketching Tools - Easy scenario 3
6436,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Constraints - Easy scenario 4
6437,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Extrusion - Easy scenario 5
6438,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Assemblies - Easy scenario 6
6439,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Drawing Standards - Easy scenario 7
6440,False,removed_empty_or_unsupported_visual_template,cad_object,Engineering Graphics - Bill of Materials - Easy scenario 8
6441,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Projection Methods - Medium scenario 9
6442,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Dimensioning - Medium scenario 10
6443,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Sketching Tools - Medium scenario 11
6444,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Constraints - Medium scenario 12
6445,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Extrusion - Medium scenario 13
6446,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Assemblies - Medium scenario 14
6447,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Drawing Standards - Medium scenario 15
6448,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Bill of Materials - Medium scenario 16
6449,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Projection Methods - Medium scenario 17
6450,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Dimensioning - Medium scenario 18
6451,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Sketching Tools - Medium scenario 19
6452,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Constraints - Medium scenario 20
6453,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Extrusion - Medium scenario 21
6454,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Assemblies - Medium scenario 22
6455,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Drawing Standards - Medium scenario 23
6456,False,removed_empty_geometry_template_v4,cad_object,Engineering Graphics - Bill of Materials - Medium scenario 24
6457,False,removed_empty_geometry_template_v4,triangle,Engineering Graphics - Projection Methods - Hard scenario 25
6458,False,removed_empty_geometry_template_v4,triangle,Engineering Graphics - Dimensioning - Hard scenario 26
6459,False,removed_empty_geometry_template_v4,triangle,Engineering Graphics - Sketching Tools - Hard scenario 27
6460,False,removed_empty_geometry_template_v4,triangle,Engineering Graphics - Constraints - Hard scenario 28
6461,False,removed_empty_geometry_template_v4,triangle,Engineering Graphics - Extrusion - Hard scenario 29
6462,False,removed_empty_geometry_template_v4,triangle,Engineering Graphics - Assemblies - Hard scenario 30
6463,False,removed_empty_geometry_template_v4,triangle,Engineering Graphics - Drawing Standards - Hard scenario 31
6464,False,removed_empty_geometry_template_v4,triangle,Engineering Graphics - Bill of Materials - Hard scenario 32
6468,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Advanced English 2 - Core Models - Easy scenario 4
6489,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Advanced English 2 - Basic Terminology - Hard scenario 25
6490,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Advanced English 2 - Core Principles - Hard scenario 26
6491,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Advanced English 2 - Goals and Use Cases - Hard scenario 27
6492,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Advanced English 2 - Core Models - Hard scenario 28
6493,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Advanced English 2 - Workflow Stages - Hard scenario 29
6494,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Advanced English 2 - Assumptions and Limitations - Hard scenario 30
6495,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Advanced English 2 - Exercise Analysis - Hard scenario 31
6496,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Advanced English 2 - Choosing the Appropriate Method - Hard scenario 32
6503,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Materials Science 1 - Exercise Analysis - Easy scenario 7
6504,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Materials Science 1 - Choosing the Appropriate Method - Easy scenario 8
6505,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Materials Science 1 - Scenario-Based Application - Medium scenario 9
6515,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Materials Science 1 - Exercise Analysis - Medium scenario 19
6516,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Materials Science 1 - Choosing the Appropriate Method - Medium scenario 20
6517,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Materials Science 1 - Scenario-Based Application - Medium scenario 21
6527,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Materials Science 1 - Exercise Analysis - Hard scenario 31
6528,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Materials Science 1 - Choosing the Appropriate Method - Hard scenario 32
6531,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Physics 1 - Goals and Use Cases - Easy scenario 3
6532,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Physics 1 - Core Models - Easy scenario 4
6537,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Physics 1 - Scenario-Based Application - Medium scenario 9
6538,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Physics 1 - Correctness Checking - Medium scenario 10
6539,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Physics 1 - Comparing Alternatives - Medium scenario 11
6540,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Physics 1 - Common Mistakes and Edge Cases - Medium scenario 12
6543,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Physics 1 - Goals and Use Cases - Medium scenario 15
6544,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Physics 1 - Core Models - Medium scenario 16
6545,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Physics 1 - Workflow Stages - Medium scenario 17
6547,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Physics 1 - Exercise Analysis - Medium scenario 19
6548,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Physics 1 - Choosing the Appropriate Method - Medium scenario 20
6549,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Physics 1 - Scenario-Based Application - Medium scenario 21
6550,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Physics 1 - Correctness Checking - Medium scenario 22
6551,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Physics 1 - Comparing Alternatives - Medium scenario 23
6552,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Introduction to Physics 1 - Common Mistakes and Edge Cases - Medium scenario 24
6563,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Introduction to Rigid Body Mechanics - Goals and Use Cases - Easy scenario 3
6599,False,removed_empty_or_unsupported_visual_template,automaton,Computer Programming - Algorithms - Easy scenario 7
6625,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Statics - Free Body Diagrams - Easy scenario 1
6630,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Statics - Deflection - Easy scenario 6
6657,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Calculus 2 - Substitution - Easy scenario 1
6665,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Calculus 2 - Substitution - Medium scenario 9
6673,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Calculus 2 - Substitution - Medium scenario 17
6681,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Calculus 2 - Substitution - Hard scenario 25
6691,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 1 - Forces - Easy scenario 3
6692,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 1 - Free Body Diagrams - Easy scenario 4
6693,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 1 - Kinetic Energy - Easy scenario 5
6694,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 1 - Conservation of Energy - Easy scenario 6
6695,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 1 - Linear Momentum - Easy scenario 7
6696,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Physics 1 - Torque - Easy scenario 8
6699,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Forces - Medium scenario 11
6700,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Free Body Diagrams - Medium scenario 12
6701,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Kinetic Energy - Medium scenario 13
6702,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Physics 1 - Conservation of Energy - Medium scenario 14
