id,user_id,course_id,topic_id,subtopic_id,session_type,status,total_questions,answered_count,correct_count,earned_score,total_max_score,started_at,completed_at,created_at,updated_at
597,161,71,885,,mixed,completed,10,10,7,15,20,"""2026-05-29T14:31:44.000Z""","""2026-05-29T14:54:44.000Z""","""2026-05-29T14:31:44.000Z""","""2026-05-29T14:54:44.000Z"""
598,161,107,1461,,topic,completed,8,8,5,11,20,"""2026-05-30T16:22:02.000Z""","""2026-05-30T16:40:02.000Z""","""2026-05-30T16:22:02.000Z""","""2026-05-30T16:40:02.000Z"""
599,161,144,2049,,mistakes,completed,10,10,2,2,21,"""2026-05-31T12:24:17.000Z""","""2026-05-31T12:40:17.000Z""","""2026-05-31T12:24:17.000Z""","""2026-05-31T12:40:17.000Z"""
600,161,140,1989,,weak_area,completed,9,9,1,2,22,"""2026-06-05T09:06:57.000Z""","""2026-06-05T09:27:57.000Z""","""2026-06-05T09:06:57.000Z""","""2026-06-05T09:27:57.000Z"""
601,162,8,91,,mistakes,completed,9,9,4,8,18,"""2026-05-18T19:08:54.000Z""","""2026-05-18T19:16:54.000Z""","""2026-05-18T19:08:54.000Z""","""2026-05-18T19:16:54.000Z"""
602,162,67,825,,weak_area,completed,6,6,4,6,10,"""2026-04-30T20:52:01.000Z""","""2026-04-30T21:13:01.000Z""","""2026-04-30T20:52:01.000Z""","""2026-04-30T21:13:01.000Z"""
603,162,8,94,,mixed,completed,7,7,3,5,13,"""2026-05-07T18:52:01.000Z""","""2026-05-07T19:09:01.000Z""","""2026-05-07T18:52:01.000Z""","""2026-05-07T19:09:01.000Z"""
604,162,72,905,,mixed,completed,6,6,3,6,14,"""2026-05-18T11:26:14.000Z""","""2026-05-18T11:47:14.000Z""","""2026-05-18T11:26:14.000Z""","""2026-05-18T11:47:14.000Z"""
605,163,125,1749,,mixed,completed,6,6,2,4,12,"""2026-05-11T11:13:13.000Z""","""2026-05-11T11:25:13.000Z""","""2026-05-11T11:13:13.000Z""","""2026-05-11T11:25:13.000Z"""
606,163,201,2969,,mixed,completed,9,9,6,10,17,"""2026-05-12T12:54:57.000Z""","""2026-05-12T13:17:57.000Z""","""2026-05-12T12:54:57.000Z""","""2026-05-12T13:17:57.000Z"""
607,163,141,2001,,mixed,completed,6,6,4,9,13,"""2026-06-05T18:21:46.000Z""","""2026-06-05T18:37:46.000Z""","""2026-06-05T18:21:46.000Z""","""2026-06-05T18:37:46.000Z"""
608,163,33,394,,mixed,completed,8,8,6,9,14,"""2026-06-02T17:22:12.000Z""","""2026-06-02T17:42:12.000Z""","""2026-06-02T17:22:12.000Z""","""2026-06-02T17:42:12.000Z"""
609,164,234,3493,,mistakes,completed,8,8,3,5,14,"""2026-06-08T14:19:56.000Z""","""2026-06-08T14:40:56.000Z""","""2026-06-08T14:19:56.000Z""","""2026-06-08T14:40:56.000Z"""
610,164,144,2057,,weak_area,completed,7,7,4,7,12,"""2026-05-15T17:43:45.000Z""","""2026-05-15T18:05:45.000Z""","""2026-05-15T17:43:45.000Z""","""2026-05-15T18:05:45.000Z"""
611,164,166,2405,,mixed,completed,10,10,6,11,21,"""2026-05-29T13:03:19.000Z""","""2026-05-29T13:27:19.000Z""","""2026-05-29T13:03:19.000Z""","""2026-05-29T13:27:19.000Z"""
612,164,144,2053,,mistakes,completed,9,9,4,9,18,"""2026-05-01T15:39:01.000Z""","""2026-05-01T15:52:01.000Z""","""2026-05-01T15:39:01.000Z""","""2026-05-01T15:52:01.000Z"""
613,164,144,2061,,weak_area,completed,6,6,2,3,12,"""2026-05-14T08:10:46.000Z""","""2026-05-14T08:30:46.000Z""","""2026-05-14T08:10:46.000Z""","""2026-05-14T08:30:46.000Z"""
614,164,121,1681,,topic,completed,7,7,5,9,15,"""2026-05-08T11:30:57.000Z""","""2026-05-08T11:55:57.000Z""","""2026-05-08T11:30:57.000Z""","""2026-05-08T11:55:57.000Z"""
615,165,175,2553,,weak_area,completed,7,7,7,13,13,"""2026-05-19T10:16:33.000Z""","""2026-05-19T10:26:33.000Z""","""2026-05-19T10:16:33.000Z""","""2026-05-19T10:26:33.000Z"""
616,165,228,3401,,topic,completed,7,7,6,14,15,"""2026-06-08T16:13:04.000Z""","""2026-06-08T16:34:04.000Z""","""2026-06-08T16:13:04.000Z""","""2026-06-08T16:34:04.000Z"""
617,165,228,3397,,weak_area,completed,10,10,8,16,22,"""2026-05-28T13:58:33.000Z""","""2026-05-28T14:07:33.000Z""","""2026-05-28T13:58:33.000Z""","""2026-05-28T14:07:33.000Z"""
618,165,187,2745,,weak_area,completed,9,9,7,13,17,"""2026-05-06T17:15:38.000Z""","""2026-05-06T17:27:38.000Z""","""2026-05-06T17:15:38.000Z""","""2026-05-06T17:27:38.000Z"""
619,165,187,2737,,topic,completed,6,6,5,7,10,"""2026-05-25T09:14:23.000Z""","""2026-05-25T09:35:23.000Z""","""2026-05-25T09:14:23.000Z""","""2026-05-25T09:35:23.000Z"""
620,166,13,148,,mistakes,completed,6,6,1,1,12,"""2026-05-30T19:55:07.000Z""","""2026-05-30T20:14:07.000Z""","""2026-05-30T19:55:07.000Z""","""2026-05-30T20:14:07.000Z"""
621,166,168,2441,,topic,completed,10,10,3,5,21,"""2026-06-08T18:42:56.000Z""","""2026-06-08T18:52:56.000Z""","""2026-06-08T18:42:56.000Z""","""2026-06-08T18:52:56.000Z"""
622,166,168,2441,,topic,completed,6,6,2,3,12,"""2026-05-21T18:32:56.000Z""","""2026-05-21T18:46:56.000Z""","""2026-05-21T18:32:56.000Z""","""2026-05-21T18:46:56.000Z"""
623,166,13,145,,weak_area,completed,8,8,6,11,15,"""2026-05-15T17:38:25.000Z""","""2026-05-15T18:02:25.000Z""","""2026-05-15T17:38:25.000Z""","""2026-05-15T18:02:25.000Z"""
624,166,170,2469,,topic,completed,10,10,4,6,21,"""2026-05-22T18:02:34.000Z""","""2026-05-22T18:14:34.000Z""","""2026-05-22T18:02:34.000Z""","""2026-05-22T18:14:34.000Z"""
625,166,13,145,,mistakes,completed,10,10,3,7,25,"""2026-06-03T17:53:24.000Z""","""2026-06-03T18:13:24.000Z""","""2026-06-03T17:53:24.000Z""","""2026-06-03T18:13:24.000Z"""
626,167,10,115,,mixed,completed,8,8,5,13,21,"""2026-05-10T16:53:51.000Z""","""2026-05-10T17:03:51.000Z""","""2026-05-10T16:53:51.000Z""","""2026-05-10T17:03:51.000Z"""
627,167,10,118,,topic,completed,9,9,7,12,16,"""2026-05-14T18:55:22.000Z""","""2026-05-14T19:08:22.000Z""","""2026-05-14T18:55:22.000Z""","""2026-05-14T19:08:22.000Z"""
628,167,105,1429,,mixed,completed,10,10,4,5,18,"""2026-05-23T09:51:33.000Z""","""2026-05-23T10:15:33.000Z""","""2026-05-23T09:51:33.000Z""","""2026-05-23T10:15:33.000Z"""
629,167,10,115,,mistakes,completed,7,7,6,9,10,"""2026-06-09T07:53:55.000Z""","""2026-06-09T08:03:55.000Z""","""2026-06-09T07:53:55.000Z""","""2026-06-09T08:03:55.000Z"""
630,167,30,355,,weak_area,completed,7,7,5,7,12,"""2026-05-26T12:45:33.000Z""","""2026-05-26T12:58:33.000Z""","""2026-05-26T12:45:33.000Z""","""2026-05-26T12:58:33.000Z"""
631,168,224,3329,,mixed,completed,10,10,9,18,21,"""2026-05-20T21:12:47.000Z""","""2026-05-20T21:33:47.000Z""","""2026-05-20T21:12:47.000Z""","""2026-05-20T21:33:47.000Z"""
632,168,13,148,,weak_area,completed,10,10,7,10,15,"""2026-05-21T07:43:45.000Z""","""2026-05-21T08:01:45.000Z""","""2026-05-21T07:43:45.000Z""","""2026-05-21T08:01:45.000Z"""
633,168,239,3573,,weak_area,completed,9,9,7,14,18,"""2026-05-22T16:50:00.000Z""","""2026-05-22T17:03:00.000Z""","""2026-05-22T16:50:00.000Z""","""2026-05-22T17:03:00.000Z"""
634,168,239,3577,,weak_area,completed,10,10,9,19,22,"""2026-05-23T12:42:42.000Z""","""2026-05-23T13:07:42.000Z""","""2026-05-23T12:42:42.000Z""","""2026-05-23T13:07:42.000Z"""
635,168,11,121,,mixed,completed,8,8,5,10,16,"""2026-05-14T21:21:58.000Z""","""2026-05-14T21:35:58.000Z""","""2026-05-14T21:21:58.000Z""","""2026-05-14T21:35:58.000Z"""
636,169,155,2225,,weak_area,completed,6,6,6,9,9,"""2026-06-07T19:14:57.000Z""","""2026-06-07T19:34:57.000Z""","""2026-06-07T19:14:57.000Z""","""2026-06-07T19:34:57.000Z"""
637,169,165,2389,,weak_area,completed,7,7,4,9,16,"""2026-06-12T08:30:40.000Z""","""2026-06-12T08:48:40.000Z""","""2026-06-12T08:30:40.000Z""","""2026-06-12T08:48:40.000Z"""
638,169,121,1693,,mistakes,completed,9,9,7,13,16,"""2026-04-29T20:42:27.000Z""","""2026-04-29T21:01:27.000Z""","""2026-04-29T20:42:27.000Z""","""2026-04-29T21:01:27.000Z"""
639,169,166,2405,,mistakes,completed,9,9,5,6,17,"""2026-06-07T17:20:16.000Z""","""2026-06-07T17:33:16.000Z""","""2026-06-07T17:20:16.000Z""","""2026-06-07T17:33:16.000Z"""
640,169,61,721,,weak_area,completed,8,8,6,11,15,"""2026-05-28T16:50:12.000Z""","""2026-05-28T17:04:12.000Z""","""2026-05-28T16:50:12.000Z""","""2026-05-28T17:04:12.000Z"""
641,170,230,3429,,mistakes,completed,10,10,7,14,19,"""2026-05-13T18:53:29.000Z""","""2026-05-13T19:15:29.000Z""","""2026-05-13T18:53:29.000Z""","""2026-05-13T19:15:29.000Z"""
642,170,62,741,,mixed,completed,6,6,3,6,12,"""2026-05-16T16:52:19.000Z""","""2026-05-16T17:16:19.000Z""","""2026-05-16T16:52:19.000Z""","""2026-05-16T17:16:19.000Z"""
643,170,164,2369,,topic,completed,9,9,4,7,17,"""2026-05-04T14:52:18.000Z""","""2026-05-04T15:05:18.000Z""","""2026-05-04T14:52:18.000Z""","""2026-05-04T15:05:18.000Z"""
644,170,154,2213,,mistakes,completed,7,7,5,10,15,"""2026-05-21T12:18:49.000Z""","""2026-05-21T12:27:49.000Z""","""2026-05-21T12:18:49.000Z""","""2026-05-21T12:27:49.000Z"""
645,170,164,2369,,topic,completed,6,6,4,7,11,"""2026-06-03T11:07:53.000Z""","""2026-06-03T11:26:53.000Z""","""2026-06-03T11:07:53.000Z""","""2026-06-03T11:26:53.000Z"""
646,171,4,37,,mixed,completed,10,10,6,13,20,"""2026-05-18T17:27:03.000Z""","""2026-05-18T17:52:03.000Z""","""2026-05-18T17:27:03.000Z""","""2026-05-18T17:52:03.000Z"""
647,171,4,43,,weak_area,completed,8,8,3,5,16,"""2026-05-19T11:10:46.000Z""","""2026-05-19T11:33:46.000Z""","""2026-05-19T11:10:46.000Z""","""2026-05-19T11:33:46.000Z"""
648,171,28,331,,weak_area,completed,9,9,4,8,19,"""2026-05-20T13:11:48.000Z""","""2026-05-20T13:29:48.000Z""","""2026-05-20T13:11:48.000Z""","""2026-05-20T13:29:48.000Z"""
649,171,229,3413,,mixed,completed,7,7,5,9,12,"""2026-05-21T17:44:24.000Z""","""2026-05-21T17:56:24.000Z""","""2026-05-21T17:44:24.000Z""","""2026-05-21T17:56:24.000Z"""
650,171,238,3553,,mixed,completed,6,6,3,6,12,"""2026-04-28T11:19:51.000Z""","""2026-04-28T11:36:51.000Z""","""2026-04-28T11:19:51.000Z""","""2026-04-28T11:36:51.000Z"""
651,172,98,1317,,mistakes,completed,8,8,6,12,18,"""2026-05-05T21:19:41.000Z""","""2026-05-05T21:40:41.000Z""","""2026-05-05T21:19:41.000Z""","""2026-05-05T21:40:41.000Z"""
652,172,187,2737,,mixed,completed,7,7,4,7,13,"""2026-05-18T15:58:49.000Z""","""2026-05-18T16:23:49.000Z""","""2026-05-18T15:58:49.000Z""","""2026-05-18T16:23:49.000Z"""
653,172,126,1773,,mixed,completed,7,7,2,4,16,"""2026-05-17T13:05:11.000Z""","""2026-05-17T13:14:11.000Z""","""2026-05-17T13:05:11.000Z""","""2026-05-17T13:14:11.000Z"""
654,172,103,1401,,mixed,completed,10,10,3,5,19,"""2026-05-24T20:35:02.000Z""","""2026-05-24T20:53:02.000Z""","""2026-05-24T20:35:02.000Z""","""2026-05-24T20:53:02.000Z"""
655,173,65,789,,mixed,completed,10,10,8,16,20,"""2026-05-02T15:40:08.000Z""","""2026-05-02T15:52:08.000Z""","""2026-05-02T15:40:08.000Z""","""2026-05-02T15:52:08.000Z"""
656,173,163,2353,,weak_area,completed,6,6,6,11,11,"""2026-04-28T16:29:53.000Z""","""2026-04-28T16:52:53.000Z""","""2026-04-28T16:29:53.000Z""","""2026-04-28T16:52:53.000Z"""
657,173,129,1813,,topic,completed,7,7,7,14,14,"""2026-05-03T08:52:32.000Z""","""2026-05-03T09:07:32.000Z""","""2026-05-03T08:52:32.000Z""","""2026-05-03T09:07:32.000Z"""
658,173,155,2233,,topic,completed,8,8,7,15,18,"""2026-05-22T19:57:40.000Z""","""2026-05-22T20:08:40.000Z""","""2026-05-22T19:57:40.000Z""","""2026-05-22T20:08:40.000Z"""
659,174,150,2145,,weak_area,completed,10,10,3,6,21,"""2026-06-05T16:56:08.000Z""","""2026-06-05T17:15:08.000Z""","""2026-06-05T16:56:08.000Z""","""2026-06-05T17:15:08.000Z"""
660,174,3,28,,mixed,completed,9,9,6,14,21,"""2026-04-29T17:08:59.000Z""","""2026-04-29T17:18:59.000Z""","""2026-04-29T17:08:59.000Z""","""2026-04-29T17:18:59.000Z"""
661,174,12,142,,topic,completed,7,7,6,11,12,"""2026-06-10T14:15:52.000Z""","""2026-06-10T14:23:52.000Z""","""2026-06-10T14:15:52.000Z""","""2026-06-10T14:23:52.000Z"""
662,174,3,34,,mixed,completed,6,6,5,11,12,"""2026-06-09T15:54:21.000Z""","""2026-06-09T16:14:21.000Z""","""2026-06-09T15:54:21.000Z""","""2026-06-09T16:14:21.000Z"""
663,174,127,1781,,mixed,completed,8,8,3,5,18,"""2026-05-11T19:03:12.000Z""","""2026-05-11T19:14:12.000Z""","""2026-05-11T19:03:12.000Z""","""2026-05-11T19:14:12.000Z"""
664,174,84,1093,,weak_area,completed,9,9,6,12,16,"""2026-04-29T18:53:54.000Z""","""2026-04-29T19:13:54.000Z""","""2026-04-29T18:53:54.000Z""","""2026-04-29T19:13:54.000Z"""
665,175,226,3365,,mixed,completed,8,8,5,10,17,"""2026-05-25T12:48:57.000Z""","""2026-05-25T13:04:57.000Z""","""2026-05-25T12:48:57.000Z""","""2026-05-25T13:04:57.000Z"""
666,175,48,568,,topic,completed,9,9,5,9,17,"""2026-05-13T13:04:42.000Z""","""2026-05-13T13:20:42.000Z""","""2026-05-13T13:04:42.000Z""","""2026-05-13T13:20:42.000Z"""
667,175,44,526,,mistakes,completed,8,8,6,13,19,"""2026-06-01T15:35:08.000Z""","""2026-06-01T15:53:08.000Z""","""2026-06-01T15:35:08.000Z""","""2026-06-01T15:53:08.000Z"""
668,175,44,520,,topic,completed,9,9,9,20,20,"""2026-05-03T11:37:13.000Z""","""2026-05-03T11:47:13.000Z""","""2026-05-03T11:37:13.000Z""","""2026-05-03T11:47:13.000Z"""
669,176,100,1349,,topic,completed,10,10,6,11,19,"""2026-05-08T13:22:09.000Z""","""2026-05-08T13:45:09.000Z""","""2026-05-08T13:22:09.000Z""","""2026-05-08T13:45:09.000Z"""
670,176,100,1345,,mixed,completed,7,7,3,6,13,"""2026-06-08T13:35:52.000Z""","""2026-06-08T13:49:52.000Z""","""2026-06-08T13:35:52.000Z""","""2026-06-08T13:49:52.000Z"""
671,176,23,268,,weak_area,completed,8,8,7,14,16,"""2026-05-02T13:46:40.000Z""","""2026-05-02T13:58:40.000Z""","""2026-05-02T13:46:40.000Z""","""2026-05-02T13:58:40.000Z"""
672,176,23,268,,weak_area,completed,7,7,4,9,16,"""2026-05-10T14:19:57.000Z""","""2026-05-10T14:36:57.000Z""","""2026-05-10T14:19:57.000Z""","""2026-05-10T14:36:57.000Z"""
673,177,10,109,,topic,completed,6,6,3,6,13,"""2026-06-15T13:41:32.000Z""","""2026-06-15T14:03:32.000Z""","""2026-06-15T13:41:32.000Z""","""2026-06-15T14:03:32.000Z"""
674,177,71,881,,topic,completed,10,10,3,5,19,"""2026-06-16T18:46:47.000Z""","""2026-06-16T18:59:47.000Z""","""2026-06-16T18:46:47.000Z""","""2026-06-16T18:59:47.000Z"""
675,177,137,1937,,mixed,completed,8,8,3,5,14,"""2026-06-17T14:22:56.000Z""","""2026-06-17T14:46:56.000Z""","""2026-06-17T14:22:56.000Z""","""2026-06-17T14:46:56.000Z"""
676,177,71,881,,mixed,completed,9,9,3,7,19,"""2026-06-03T07:53:54.000Z""","""2026-06-03T08:07:54.000Z""","""2026-06-03T07:53:54.000Z""","""2026-06-03T08:07:54.000Z"""
677,178,130,1837,,topic,completed,8,8,6,11,15,"""2026-05-15T14:48:29.000Z""","""2026-05-15T15:11:29.000Z""","""2026-05-15T14:48:29.000Z""","""2026-05-15T15:11:29.000Z"""
678,178,94,1253,,topic,completed,9,9,7,13,16,"""2026-05-16T18:02:32.000Z""","""2026-05-16T18:17:32.000Z""","""2026-05-16T18:02:32.000Z""","""2026-05-16T18:17:32.000Z"""
679,178,17,199,,mistakes,completed,6,6,4,9,14,"""2026-05-17T08:22:30.000Z""","""2026-05-17T08:34:30.000Z""","""2026-05-17T08:22:30.000Z""","""2026-05-17T08:34:30.000Z"""
680,178,236,3525,,topic,completed,6,6,5,10,13,"""2026-05-18T09:43:16.000Z""","""2026-05-18T10:08:16.000Z""","""2026-05-18T09:43:16.000Z""","""2026-05-18T10:08:16.000Z"""
681,178,236,3525,,mistakes,completed,10,10,8,16,22,"""2026-05-10T14:19:59.000Z""","""2026-05-10T14:29:59.000Z""","""2026-05-10T14:19:59.000Z""","""2026-05-10T14:29:59.000Z"""
682,178,130,1833,,weak_area,completed,8,8,4,7,17,"""2026-06-12T10:28:02.000Z""","""2026-06-12T10:49:02.000Z""","""2026-06-12T10:28:02.000Z""","""2026-06-12T10:49:02.000Z"""
683,179,25,295,,mixed,completed,7,7,6,9,11,"""2026-06-05T09:40:55.000Z""","""2026-06-05T09:59:55.000Z""","""2026-06-05T09:40:55.000Z""","""2026-06-05T09:59:55.000Z"""
684,179,44,526,,weak_area,completed,9,9,4,8,18,"""2026-06-06T08:43:45.000Z""","""2026-06-06T09:01:45.000Z""","""2026-06-06T08:43:45.000Z""","""2026-06-06T09:01:45.000Z"""
685,179,93,1237,,mixed,completed,8,8,1,1,17,"""2026-06-09T21:15:04.000Z""","""2026-06-09T21:26:04.000Z""","""2026-06-09T21:15:04.000Z""","""2026-06-09T21:26:04.000Z"""
686,179,167,2417,,mistakes,completed,6,6,2,4,12,"""2026-05-23T17:15:22.000Z""","""2026-05-23T17:30:22.000Z""","""2026-05-23T17:15:22.000Z""","""2026-05-23T17:30:22.000Z"""
687,179,167,2421,,mixed,completed,7,7,2,5,15,"""2026-05-16T17:23:15.000Z""","""2026-05-16T17:31:15.000Z""","""2026-05-16T17:23:15.000Z""","""2026-05-16T17:31:15.000Z"""
688,180,51,601,,topic,completed,7,7,3,7,14,"""2026-06-03T08:59:28.000Z""","""2026-06-03T09:12:28.000Z""","""2026-06-03T08:59:28.000Z""","""2026-06-03T09:12:28.000Z"""
689,180,51,610,,weak_area,completed,6,6,4,9,13,"""2026-05-04T14:30:56.000Z""","""2026-05-04T14:50:56.000Z""","""2026-05-04T14:30:56.000Z""","""2026-05-04T14:50:56.000Z"""
690,180,129,1813,,topic,completed,6,6,3,6,13,"""2026-05-16T15:16:52.000Z""","""2026-05-16T15:38:52.000Z""","""2026-05-16T15:16:52.000Z""","""2026-05-16T15:38:52.000Z"""
691,180,105,1433,,mistakes,completed,9,9,5,10,16,"""2026-05-27T17:27:56.000Z""","""2026-05-27T17:52:56.000Z""","""2026-05-27T17:27:56.000Z""","""2026-05-27T17:52:56.000Z"""
692,180,107,1465,,weak_area,completed,7,7,3,5,15,"""2026-06-05T19:54:34.000Z""","""2026-06-05T20:13:34.000Z""","""2026-06-05T19:54:34.000Z""","""2026-06-05T20:13:34.000Z"""
693,181,160,2309,,mixed,completed,7,7,6,11,13,"""2026-06-01T21:01:44.000Z""","""2026-06-01T21:22:44.000Z""","""2026-06-01T21:01:44.000Z""","""2026-06-01T21:22:44.000Z"""
694,181,171,2481,,mistakes,completed,6,6,5,12,13,"""2026-06-02T16:20:02.000Z""","""2026-06-02T16:41:02.000Z""","""2026-06-02T16:20:02.000Z""","""2026-06-02T16:41:02.000Z"""
695,181,166,2405,,mistakes,completed,10,10,5,7,17,"""2026-06-03T15:12:30.000Z""","""2026-06-03T15:36:30.000Z""","""2026-06-03T15:12:30.000Z""","""2026-06-03T15:36:30.000Z"""
696,181,63,765,,mistakes,completed,8,8,3,7,17,"""2026-06-04T08:20:09.000Z""","""2026-06-04T08:31:09.000Z""","""2026-06-04T08:20:09.000Z""","""2026-06-04T08:31:09.000Z"""
697,181,171,2485,,weak_area,completed,7,7,5,9,14,"""2026-06-07T14:04:13.000Z""","""2026-06-07T14:28:13.000Z""","""2026-06-07T14:04:13.000Z""","""2026-06-07T14:28:13.000Z"""
698,181,166,2405,,mixed,completed,7,7,1,1,13,"""2026-05-05T12:38:06.000Z""","""2026-05-05T12:56:06.000Z""","""2026-05-05T12:38:06.000Z""","""2026-05-05T12:56:06.000Z"""
699,182,163,2357,,weak_area,completed,10,10,7,14,21,"""2026-06-08T15:54:05.000Z""","""2026-06-08T16:13:05.000Z""","""2026-06-08T15:54:05.000Z""","""2026-06-08T16:13:05.000Z"""
700,182,130,1825,,weak_area,completed,10,10,2,4,20,"""2026-06-09T09:22:50.000Z""","""2026-06-09T09:35:50.000Z""","""2026-06-09T09:22:50.000Z""","""2026-06-09T09:35:50.000Z"""
701,182,227,3381,,mixed,completed,9,9,5,7,16,"""2026-06-10T11:05:22.000Z""","""2026-06-10T11:18:22.000Z""","""2026-06-10T11:05:22.000Z""","""2026-06-10T11:18:22.000Z"""
702,182,82,1069,,topic,completed,7,7,3,6,14,"""2026-05-27T15:18:02.000Z""","""2026-05-27T15:38:02.000Z""","""2026-05-27T15:18:02.000Z""","""2026-05-27T15:38:02.000Z"""
703,183,13,154,,topic,completed,7,7,5,9,14,"""2026-05-28T12:58:18.000Z""","""2026-05-28T13:23:18.000Z""","""2026-05-28T12:58:18.000Z""","""2026-05-28T13:23:18.000Z"""
704,183,22,262,,topic,completed,7,7,3,3,11,"""2026-05-29T13:20:03.000Z""","""2026-05-29T13:42:03.000Z""","""2026-05-29T13:20:03.000Z""","""2026-05-29T13:42:03.000Z"""
705,183,167,2417,,weak_area,completed,8,8,7,13,15,"""2026-05-30T09:53:05.000Z""","""2026-05-30T10:14:05.000Z""","""2026-05-30T09:53:05.000Z""","""2026-05-30T10:14:05.000Z"""
706,183,13,154,,mistakes,completed,7,7,3,8,17,"""2026-05-31T16:51:46.000Z""","""2026-05-31T17:07:46.000Z""","""2026-05-31T16:51:46.000Z""","""2026-05-31T17:07:46.000Z"""
707,183,16,181,,topic,completed,6,6,2,4,14,"""2026-06-01T08:29:01.000Z""","""2026-06-01T08:38:01.000Z""","""2026-06-01T08:29:01.000Z""","""2026-06-01T08:38:01.000Z"""
708,183,60,718,,weak_area,completed,7,7,4,7,14,"""2026-04-28T08:42:56.000Z""","""2026-04-28T08:58:56.000Z""","""2026-04-28T08:42:56.000Z""","""2026-04-28T08:58:56.000Z"""
709,184,224,3337,,mixed,completed,7,7,6,12,14,"""2026-05-09T19:48:53.000Z""","""2026-05-09T19:57:53.000Z""","""2026-05-09T19:48:53.000Z""","""2026-05-09T19:57:53.000Z"""
710,184,18,208,,mixed,completed,8,8,6,13,16,"""2026-05-02T16:01:23.000Z""","""2026-05-02T16:19:23.000Z""","""2026-05-02T16:01:23.000Z""","""2026-05-02T16:19:23.000Z"""
711,184,158,2277,,weak_area,completed,10,10,5,13,23,"""2026-05-18T20:03:26.000Z""","""2026-05-18T20:14:26.000Z""","""2026-05-18T20:03:26.000Z""","""2026-05-18T20:14:26.000Z"""
712,184,26,301,,mistakes,completed,10,10,4,5,18,"""2026-05-11T19:44:50.000Z""","""2026-05-11T20:05:50.000Z""","""2026-05-11T19:44:50.000Z""","""2026-05-11T20:05:50.000Z"""
713,184,114,1573,,mistakes,completed,8,8,5,10,18,"""2026-05-31T10:46:40.000Z""","""2026-05-31T10:56:40.000Z""","""2026-05-31T10:46:40.000Z""","""2026-05-31T10:56:40.000Z"""
714,184,28,331,,topic,completed,9,9,4,8,19,"""2026-05-22T13:05:55.000Z""","""2026-05-22T13:23:55.000Z""","""2026-05-22T13:05:55.000Z""","""2026-05-22T13:23:55.000Z"""
715,185,83,1085,,weak_area,completed,10,10,4,11,21,"""2026-05-16T16:01:26.000Z""","""2026-05-16T16:20:26.000Z""","""2026-05-16T16:01:26.000Z""","""2026-05-16T16:20:26.000Z"""
716,185,183,2677,,mistakes,completed,9,9,3,6,18,"""2026-06-03T13:30:45.000Z""","""2026-06-03T13:52:45.000Z""","""2026-06-03T13:30:45.000Z""","""2026-06-03T13:52:45.000Z"""
717,185,12,142,,topic,completed,7,7,2,5,16,"""2026-05-04T15:10:32.000Z""","""2026-05-04T15:22:32.000Z""","""2026-05-04T15:10:32.000Z""","""2026-05-04T15:22:32.000Z"""
718,185,83,1073,,mistakes,completed,10,10,7,14,20,"""2026-05-06T18:17:36.000Z""","""2026-05-06T18:39:36.000Z""","""2026-05-06T18:17:36.000Z""","""2026-05-06T18:39:36.000Z"""
719,186,13,148,,mistakes,completed,8,8,7,12,14,"""2026-05-30T19:35:25.000Z""","""2026-05-30T19:57:25.000Z""","""2026-05-30T19:35:25.000Z""","""2026-05-30T19:57:25.000Z"""
720,186,80,1025,,weak_area,completed,7,7,1,2,16,"""2026-05-06T08:33:00.000Z""","""2026-05-06T08:46:00.000Z""","""2026-05-06T08:33:00.000Z""","""2026-05-06T08:46:00.000Z"""
721,186,150,2153,,topic,completed,8,8,5,12,18,"""2026-05-16T09:17:00.000Z""","""2026-05-16T09:38:00.000Z""","""2026-05-16T09:17:00.000Z""","""2026-05-16T09:38:00.000Z"""
722,186,107,1469,,topic,completed,8,8,4,9,18,"""2026-05-03T14:41:39.000Z""","""2026-05-03T14:58:39.000Z""","""2026-05-03T14:41:39.000Z""","""2026-05-03T14:58:39.000Z"""
723,187,200,2957,,mistakes,completed,8,8,4,8,16,"""2026-05-22T10:35:11.000Z""","""2026-05-22T10:51:11.000Z""","""2026-05-22T10:35:11.000Z""","""2026-05-22T10:51:11.000Z"""
724,187,81,1045,,weak_area,completed,9,9,4,9,21,"""2026-05-23T19:51:03.000Z""","""2026-05-23T20:10:03.000Z""","""2026-05-23T19:51:03.000Z""","""2026-05-23T20:10:03.000Z"""
725,187,17,199,,topic,completed,9,9,4,8,18,"""2026-05-24T10:23:21.000Z""","""2026-05-24T10:37:21.000Z""","""2026-05-24T10:23:21.000Z""","""2026-05-24T10:37:21.000Z"""
726,187,201,2969,,topic,completed,6,6,4,6,11,"""2026-05-25T16:54:21.000Z""","""2026-05-25T17:06:21.000Z""","""2026-05-25T16:54:21.000Z""","""2026-05-25T17:06:21.000Z"""
727,187,200,2957,,mistakes,completed,9,9,5,9,16,"""2026-05-18T17:19:05.000Z""","""2026-05-18T17:43:05.000Z""","""2026-05-18T17:19:05.000Z""","""2026-05-18T17:43:05.000Z"""
728,188,131,1853,,mixed,completed,7,7,4,8,15,"""2026-06-11T12:06:25.000Z""","""2026-06-11T12:16:25.000Z""","""2026-06-11T12:06:25.000Z""","""2026-06-11T12:16:25.000Z"""
